mlnzl
1194,8
1180,4
1213,8
1173,8
1172,1
1219,2
1186,0
1180,6
1235,3
1185,9
1227,7
1309,8
1274,5
1280,8
1261,1
1099,3
1156,5
1136,6
1127,8
1181,3
1179,6
1154,7
1215,2
1275,1
1302,7
1299,0
1293,8
1238,0
1290,2
1255,3
1268,2
1304,1
1288,8
1331,0
1352,3
1342,9
1471,8
1435,5
1389,4
1383,6
1380,4
1340,3
1369,0
1391,8
1431,7
1484,5
1486,7
1571,0
1644,4
1608,0
1581,1
1576,4
1646,8
1591,3
1673,6
1632,3
1690,6
1716,1
1672,6
1812,5
1836,9
1790,0
1789,0
1787,9
1809,5
1789,6
1846,8
1786,5
1846,9
1844,2
1851,0
1934,4
1969,4
1954,3
1916,7
1889,1
1882,0
1895,5
1876,8
1915,0
1947,7
1906,6
1947,1
2044,0
2080,9
2055,2
2060,1
1885,0
2010,8
1970,2
1971,7
2012,5
2035,9
2045,4
2070,5
2072,6
2215,6
2110,6
2072,3
2029,9
2072,0
2025,2
2048,9
2079,5
2047,8
2111,1
2098,0
2129,2
2269,9
2181,5
2133,0
2077,8
2180,5
2099,9
2182,9
2138,3
2182,0
2206,2
2201,5
2245,1
2394,3
2312,5
2182,3
2262,5
2997,5
3360,3
3269,1
2725,4
2549,5
2545,9
